FIPS,FOODINSEC_10_12,FOODINSEC_13_15,VLFOODSEC_10_12,VLFOODSEC_13_15,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11
21067,15.6,17.6,6.2,7.3,8.0,10.0
21069,15.6,17.6,6.2,7.3,8.0,10.0
21071,15.6,17.6,6.2,7.3,8.0,10.0
21073,15.6,17.6,6.2,7.3,8.0,10.0
21075,15.6,17.6,6.2,7.3,8.0,10.0
21077,15.6,17.6,6.2,7.3,8.0,10.0
21079,15.6,17.6,6.2,7.3,8.0,10.0
21081,15.6,17.6,6.2,7.3,8.0,10.0
21083,15.6,17.6,6.2,7.3,8.0,10.0
21085,15.6,17.6,6.2,7.3,8.0,10.0
21087,15.6,17.6,6.2,7.3,8.0,10.0
21089,15.6,17.6,6.2,7.3,8.0,10.0
21091,15.6,17.6,6.2,7.3,8.0,10.0
21093,15.6,17.6,6.2,7.3,8.0,10.0
21095,15.6,17.6,6.2,7.3,8.0,10.0
21097,15.6,17.6,6.2,7.3,8.0,10.0
21099,15.6,17.6,6.2,7.3,8.0,10.0
21101,15.6,17.6,6.2,7.3,8.0,10.0
21103,15.6,17.6,6.2,7.3,8.0,10.0
21105,15.6,17.6,6.2,7.3,8.0,10.0
21107,15.6,17.6,6.2,7.3,8.0,10.0
21109,15.6,17.6,6.2,7.3,8.0,10.0
21111,15.6,17.6,6.2,7.3,8.0,10.0
21113,15.6,17.6,6.2,7.3,8.0,10.0
21115,15.6,17.6,6.2,7.3,8.0,10.0
21117,15.6,17.6,6.2,7.3,8.0,10.0
21119,15.6,17.6,6.2,7.3,8.0,10.0
21121,15.6,17.6,6.2,7.3,8.0,10.0
21123,15.6,17.6,6.2,7.3,8.0,10.0
21125,15.6,17.6,6.2,7.3,8.0,10.0
21127,15.6,17.6,6.2,7.3,8.0,10.0
21129,15.6,17.6,6.2,7.3,8.0,10.0
21131,15.6,17.6,6.2,7.3,8.0,10.0
21133,15.6,17.6,6.2,7.3,8.0,10.0
21135,15.6,17.6,6.2,7.3,8.0,10.0
21137,15.6,17.6,6.2,7.3,8.0,10.0
21139,15.6,17.6,6.2,7.3,8.0,10.0
21141,15.6,17.6,6.2,7.3,8.0,10.0
21143,15.6,17.6,6.2,7.3,8.0,10.0
21145,15.6,17.6,6.2,7.3,8.0,10.0
21147,15.6,17.6,6.2,7.3,8.0,10.0
21149,15.6,17.6,6.2,7.3,8.0,10.0
21151,15.6,17.6,6.2,7.3,8.0,10.0
21153,15.6,17.6,6.2,7.3,8.0,10.0
21155,15.6,17.6,6.2,7.3,8.0,10.0
21157,15.6,17.6,6.2,7.3,8.0,10.0
21159,15.6,17.6,6.2,7.3,8.0,10.0
21161,15.6,17.6,6.2,7.3,8.0,10.0
21163,15.6,17.6,6.2,7.3,8.0,10.0
21165,15.6,17.6,6.2,7.3,8.0,10.0
21167,15.6,17.6,6.2,7.3,8.0,10.0
21169,15.6,17.6,6.2,7.3,8.0,10.0
21171,15.6,17.6,6.2,7.3,8.0,10.0
21173,15.6,17.6,6.2,7.3,8.0,10.0
21175,15.6,17.6,6.2,7.3,8.0,10.0
21177,15.6,17.6,6.2,7.3,8.0,10.0
21179,15.6,17.6,6.2,7.3,8.0,10.0
21181,15.6,17.6,6.2,7.3,8.0,10.0
21183,15.6,17.6,6.2,7.3,8.0,10.0
21185,15.6,17.6,6.2,7.3,8.0,10.0
21187,15.6,17.6,6.2,7.3,8.0,10.0
21189,15.6,17.6,6.2,7.3,8.0,10.0
21191,15.6,17.6,6.2,7.3,8.0,10.0
21193,15.6,17.6,6.2,7.3,8.0,10.0
21195,15.6,17.6,6.2,7.3,8.0,10.0
21197,15.6,17.6,6.2,7.3,8.0,10.0
21199,15.6,17.6,6.2,7.3,8.0,10.0
21201,15.6,17.6,6.2,7.3,8.0,10.0
21203,15.6,17.6,6.2,7.3,8.0,10.0
21205,15.6,17.6,6.2,7.3,8.0,10.0
21207,15.6,17.6,6.2,7.3,8.0,10.0
21209,15.6,17.6,6.2,7.3,8.0,10.0
21211,15.6,17.6,6.2,7.3,8.0,10.0
21213,15.6,17.6,6.2,7.3,8.0,10.0
21215,15.6,17.6,6.2,7.3,8.0,10.0
21217,15.6,17.6,6.2,7.3,8.0,10.0
21219,15.6,17.6,6.2,7.3,8.0,10.0
21221,15.6,17.6,6.2,7.3,8.0,10.0
21223,15.6,17.6,6.2,7.3,8.0,10.0
21225,15.6,17.6,6.2,7.3,8.0,10.0
21227,15.6,17.6,6.2,7.3,8.0,10.0
21229,15.6,17.6,6.2,7.3,8.0,10.0
21231,15.6,17.6,6.2,7.3,8.0,10.0
21233,15.6,17.6,6.2,7.3,8.0,10.0
21235,15.6,17.6,6.2,7.3,8.0,10.0
21237,15.6,17.6,6.2,7.3,8.0,10.0
21239,15.6,17.6,6.2,7.3,8.0,10.0
22001,15.7,18.4,4.8,7.7,9.1,9.0
22003,15.7,18.4,4.8,7.7,9.1,9.0
22005,15.7,18.4,4.8,7.7,9.1,9.0
22007,15.7,18.4,4.8,7.7,9.1,9.0
22009,15.7,18.4,4.8,7.7,9.1,9.0
22011,15.7,18.4,4.8,7.7,9.1,9.0
22013,15.7,18.4,4.8,7.7,9.1,9.0
22015,15.7,18.4,4.8,7.7,9.1,9.0
22017,15.7,18.4,4.8,7.7,9.1,9.0
22019,15.7,18.4,4.8,7.7,9.1,9.0
22021,15.7,18.4,4.8,7.7,9.1,9.0
22023,15.7,18.4,4.8,7.7,9.1,9.0
22025,15.7,18.4,4.8,7.7,9.1,9.0
22027,15.7,18.4,4.8,7.7,9.1,9.0
22029,15.7,18.4,4.8,7.7,9.1,9.0
22031,15.7,18.4,4.8,7.7,9.1,9.0
22033,15.7,18.4,4.8,7.7,9.1,9.0
22035,15.7,18.4,4.8,7.7,9.1,9.0
22037,15.7,18.4,4.8,7.7,9.1,9.0
22039,15.7,18.4,4.8,7.7,9.1,9.0
22041,15.7,18.4,4.8,7.7,9.1,9.0
22043,15.7,18.4,4.8,7.7,9.1,9.0
22045,15.7,18.4,4.8,7.7,9.1,9.0
22047,15.7,18.4,4.8,7.7,9.1,9.0
22049,15.7,18.4,4.8,7.7,9.1,9.0
22051,15.7,18.4,4.8,7.7,9.1,9.0
22053,15.7,18.4,4.8,7.7,9.1,9.0
22055,15.7,18.4,4.8,7.7,9.1,9.0
22057,15.7,18.4,4.8,7.7,9.1,9.0
22059,15.7,18.4,4.8,7.7,9.1,9.0
22061,15.7,18.4,4.8,7.7,9.1,9.0
22063,15.7,18.4,4.8,7.7,9.1,9.0
22065,15.7,18.4,4.8,7.7,9.1,9.0
22067,15.7,18.4,4.8,7.7,9.1,9.0
22069,15.7,18.4,4.8,7.7,9.1,9.0
22071,15.7,18.4,4.8,7.7,9.1,9.0
22073,15.7,18.4,4.8,7.7,9.1,9.0
22075,15.7,18.4,4.8,7.7,9.1,9.0
22077,15.7,18.4,4.8,7.7,9.1,9.0
22079,15.7,18.4,4.8,7.7,9.1,9.0
22081,15.7,18.4,4.8,7.7,9.1,9.0
22083,15.7,18.4,4.8,7.7,9.1,9.0
22085,15.7,18.4,4.8,7.7,9.1,9.0
22087,15.7,18.4,4.8,7.7,9.1,9.0
22089,15.7,18.4,4.8,7.7,9.1,9.0
22091,15.7,18.4,4.8,7.7,9.1,9.0
22093,15.7,18.4,4.8,7.7,9.1,9.0
22095,15.7,18.4,4.8,7.7,9.1,9.0
22097,15.7,18.4,4.8,7.7,9.1,9.0
22099,15.7,18.4,4.8,7.7,9.1,9.0
22101,15.7,18.4,4.8,7.7,9.1,9.0
22103,15.7,18.4,4.8,7.7,9.1,9.0
22105,15.7,18.4,4.8,7.7,9.1,9.0
22107,15.7,18.4,4.8,7.7,9.1,9.0
22109,15.7,18.4,4.8,7.7,9.1,9.0
22111,15.7,18.4,4.8,7.7,9.1,9.0
22113,15.7,18.4,4.8,7.7,9.1,9.0
22115,15.7,18.4,4.8,7.7,9.1,9.0
22117,15.7,18.4,4.8,7.7,9.1,9.0
22119,15.7,18.4,4.8,7.7,9.1,9.0
22121,15.7,18.4,4.8,7.7,9.1,9.0
22123,15.7,18.4,4.8,7.7,9.1,9.0
22125,15.7,18.4,4.8,7.7,9.1,9.0
22127,15.7,18.4,4.8,7.7,9.1,9.0
23001,11.4,9.7,4.2,4.5,7.7,10.3
23003,11.4,9.7,4.2,4.5,7.7,10.3
23005,11.4,9.7,4.2,4.5,7.7,10.3
23007,11.4,9.7,4.2,4.5,7.7,10.3
23009,11.4,9.7,4.2,4.5,7.7,10.3
23011,11.4,9.7,4.2,4.5,7.7,10.3
23013,11.4,9.7,4.2,4.5,7.7,10.3
23015,11.4,9.7,4.2,4.5,7.7,10.3
23017,11.4,9.7,4.2,4.5,7.7,10.3
23019,11.4,9.7,4.2,4.5,7.7,10.3
23021,11.4,9.7,4.2,4.5,7.7,10.3
23023,11.4,9.7,4.2,4.5,7.7,10.3
23025,11.4,9.7,4.2,4.5,7.7,10.3
23027,11.4,9.7,4.2,4.5,7.7,10.3
23029,11.4,9.7,4.2,4.5,7.7,10.3
23031,11.4,9.7,4.2,4.5,7.7,10.3
24001,13.0,10.7,5.1,3.8,6.5,7.9
24003,13.0,10.7,5.1,3.8,6.5,7.9
24005,13.0,10.7,5.1,3.8,6.5,7.9
24009,13.0,10.7,5.1,3.8,6.5,7.9
24011,13.0,10.7,5.1,3.8,6.5,7.9
24013,13.0,10.7,5.1,3.8,6.5,7.9
24015,13.0,10.7,5.1,3.8,6.5,7.9
24017,13.0,10.7,5.1,3.8,6.5,7.9
24019,13.0,10.7,5.1,3.8,6.5,7.9
24021,13.0,10.7,5.1,3.8,6.5,7.9
24023,13.0,10.7,5.1,3.8,6.5,7.9
24025,13.0,10.7,5.1,3.8,6.5,7.9
24027,13.0,10.7,5.1,3.8,6.5,7.9
24029,13.0,10.7,5.1,3.8,6.5,7.9
24031,13.0,10.7,5.1,3.8,6.5,7.9
24033,13.0,10.7,5.1,3.8,6.5,7.9
24035,13.0,10.7,5.1,3.8,6.5,7.9
24037,13.0,10.7,5.1,3.8,6.5,7.9
24039,13.0,10.7,5.1,3.8,6.5,7.9
24041,13.0,10.7,5.1,3.8,6.5,7.9
24043,13.0,10.7,5.1,3.8,6.5,7.9
24045,13.0,10.7,5.1,3.8,6.5,7.9
24047,13.0,10.7,5.1,3.8,6.5,7.9
24510,13.0,10.7,5.1,3.8,6.5,7.9
25001,14.9,15.8,7.1,7.4,6.4,7.1
25003,14.9,15.8,7.1,7.4,6.4,7.1
25005,14.9,15.8,7.1,7.4,6.4,7.1
25007,14.9,15.8,7.1,7.4,6.4,7.1
25009,14.9,15.8,7.1,7.4,6.4,7.1
25011,14.9,15.8,7.1,7.4,6.4,7.1
25013,14.9,15.8,7.1,7.4,6.4,7.1
25015,14.9,15.8,7.1,7.4,6.4,7.1
25017,14.9,15.8,7.1,7.4,6.4,7.1
25019,14.9,15.8,7.1,7.4,6.4,7.1
25021,14.9,15.8,7.1,7.4,6.4,7.1
25023,14.9,15.8,7.1,7.4,6.4,7.1
25025,14.9,15.8,7.1,7.4,6.4,7.1
25027,14.9,15.8,7.1,7.4,6.4,7.1
26001,13.4,14.9,5.3,6.4,7.6,8.0
26003,13.4,14.9,5.3,6.4,7.6,8.0
26005,13.4,14.9,5.3,6.4,7.6,8.0
26007,13.4,14.9,5.3,6.4,7.6,8.0
26009,13.4,14.9,5.3,6.4,7.6,8.0
26011,13.4,14.9,5.3,6.4,7.6,8.0
26013,13.4,14.9,5.3,6.4,7.6,8.0
26015,13.4,14.9,5.3,6.4,7.6,8.0
26017,13.4,14.9,5.3,6.4,7.6,8.0
26019,13.4,14.9,5.3,6.4,7.6,8.0
26021,13.4,14.9,5.3,6.4,7.6,8.0
26023,13.4,14.9,5.3,6.4,7.6,8.0
26025,13.4,14.9,5.3,6.4,7.6,8.0
26027,13.4,14.9,5.3,6.4,7.6,8.0
26029,13.4,14.9,5.3,6.4,7.6,8.0
26031,13.4,14.9,5.3,6.4,7.6,8.0
26033,13.4,14.9,5.3,6.4,7.6,8.0
26035,13.4,14.9,5.3,6.4,7.6,8.0
26037,13.4,14.9,5.3,6.4,7.6,8.0
26039,13.4,14.9,5.3,6.4,7.6,8.0
26041,13.4,14.9,5.3,6.4,7.6,8.0
26043,13.4,14.9,5.3,6.4,7.6,8.0
26045,13.4,14.9,5.3,6.4,7.6,8.0
26047,13.4,14.9,5.3,6.4,7.6,8.0
26049,13.4,14.9,5.3,6.4,7.6,8.0
26051,13.4,14.9,5.3,6.4,7.6,8.0
26053,13.4,14.9,5.3,6.4,7.6,8.0
26055,13.4,14.9,5.3,6.4,7.6,8.0
26057,13.4,14.9,5.3,6.4,7.6,8.0
26059,13.4,14.9,5.3,6.4,7.6,8.0
26061,13.4,14.9,5.3,6.4,7.6,8.0
26063,13.4,14.9,5.3,6.4,7.6,8.0
26065,13.4,14.9,5.3,6.4,7.6,8.0
26067,13.4,14.9,5.3,6.4,7.6,8.0
26069,13.4,14.9,5.3,6.4,7.6,8.0
26071,13.4,14.9,5.3,6.4,7.6,8.0
26073,13.4,14.9,5.3,6.4,7.6,8.0
26075,13.4,14.9,5.3,6.4,7.6,8.0
26077,13.4,14.9,5.3,6.4,7.6,8.0
26079,13.4,14.9,5.3,6.4,7.6,8.0
26081,13.4,14.9,5.3,6.4,7.6,8.0
26083,13.4,14.9,5.3,6.4,7.6,8.0
26085,13.4,14.9,5.3,6.4,7.6,8.0
26087,13.4,14.9,5.3,6.4,7.6,8.0
26089,13.4,14.9,5.3,6.4,7.6,8.0
26091,13.4,14.9,5.3,6.4,7.6,8.0
26093,13.4,14.9,5.3,6.4,7.6,8.0
26095,13.4,14.9,5.3,6.4,7.6,8.0
26097,13.4,14.9,5.3,6.4,7.6,8.0
26099,13.4,14.9,5.3,6.4,7.6,8.0
26101,13.4,14.9,5.3,6.4,7.6,8.0
26103,13.4,14.9,5.3,6.4,7.6,8.0
26105,13.4,14.9,5.3,6.4,7.6,8.0
26107,13.4,14.9,5.3,6.4,7.6,8.0
26109,13.4,14.9,5.3,6.4,7.6,8.0
26111,13.4,14.9,5.3,6.4,7.6,8.0
26113,13.4,14.9,5.3,6.4,7.6,8.0
26115,13.4,14.9,5.3,6.4,7.6,8.0
26117,13.4,14.9,5.3,6.4,7.6,8.0
26119,13.4,14.9,5.3,6.4,7.6,8.0
26121,13.4,14.9,5.3,6.4,7.6,8.0
26123,13.4,14.9,5.3,6.4,7.6,8.0
26125,13.4,14.9,5.3,6.4,7.6,8.0
26127,13.4,14.9,5.3,6.4,7.6,8.0
26129,13.4,14.9,5.3,6.4,7.6,8.0
26131,13.4,14.9,5.3,6.4,7.6,8.0
26133,13.4,14.9,5.3,6.4,7.6,8.0
26135,13.4,14.9,5.3,6.4,7.6,8.0
26137,13.4,14.9,5.3,6.4,7.6,8.0
26139,13.4,14.9,5.3,6.4,7.6,8.0
26141,13.4,14.9,5.3,6.4,7.6,8.0
26143,13.4,14.9,5.3,6.4,7.6,8.0
26145,13.4,14.9,5.3,6.4,7.6,8.0
26147,13.4,14.9,5.3,6.4,7.6,8.0
26149,13.4,14.9,5.3,6.4,7.6,8.0
26151,13.4,14.9,5.3,6.4,7.6,8.0
26153,13.4,14.9,5.3,6.4,7.6,8.0
26155,13.4,14.9,5.3,6.4,7.6,8.0
26157,13.4,14.9,5.3,6.4,7.6,8.0
26159,13.4,14.9,5.3,6.4,7.6,8.0
26161,13.4,14.9,5.3,6.4,7.6,8.0
26163,13.4,14.9,5.3,6.4,7.6,8.0
26165,13.4,14.9,5.3,6.4,7.6,8.0
27001,10.6,9.9,4.8,3.8,5.7,7.1
27003,10.6,9.9,4.8,3.8,5.7,7.1
27005,10.6,9.9,4.8,3.8,5.7,7.1
27007,10.6,9.9,4.8,3.8,5.7,7.1
27009,10.6,9.9,4.8,3.8,5.7,7.1
27011,10.6,9.9,4.8,3.8,5.7,7.1
27013,10.6,9.9,4.8,3.8,5.7,7.1
27015,10.6,9.9,4.8,3.8,5.7,7.1
27017,10.6,9.9,4.8,3.8,5.7,7.1
27019,10.6,9.9,4.8,3.8,5.7,7.1
27021,10.6,9.9,4.8,3.8,5.7,7.1
27023,10.6,9.9,4.8,3.8,5.7,7.1
27025,10.6,9.9,4.8,3.8,5.7,7.1
27027,10.6,9.9,4.8,3.8,5.7,7.1
27029,10.6,9.9,4.8,3.8,5.7,7.1
27031,10.6,9.9,4.8,3.8,5.7,7.1
27033,10.6,9.9,4.8,3.8,5.7,7.1
27035,10.6,9.9,4.8,3.8,5.7,7.1
27037,10.6,9.9,4.8,3.8,5.7,7.1
27039,10.6,9.9,4.8,3.8,5.7,7.1
27041,10.6,9.9,4.8,3.8,5.7,7.1
27043,10.6,9.9,4.8,3.8,5.7,7.1
27045,10.6,9.9,4.8,3.8,5.7,7.1
27047,10.6,9.9,4.8,3.8,5.7,7.1
27049,10.6,9.9,4.8,3.8,5.7,7.1
27051,10.6,9.9,4.8,3.8,5.7,7.1
27053,10.6,9.9,4.8,3.8,5.7,7.1
27055,10.6,9.9,4.8,3.8,5.7,7.1
27057,10.6,9.9,4.8,3.8,5.7,7.1
27059,10.6,9.9,4.8,3.8,5.7,7.1
27061,10.6,9.9,4.8,3.8,5.7,7.1
27063,10.6,9.9,4.8,3.8,5.7,7.1
27065,10.6,9.9,4.8,3.8,5.7,7.1
27067,10.6,9.9,4.8,3.8,5.7,7.1
27069,10.6,9.9,4.8,3.8,5.7,7.1
27071,10.6,9.9,4.8,3.8,5.7,7.1
27073,10.6,9.9,4.8,3.8,5.7,7.1
27075,10.6,9.9,4.8,3.8,5.7,7.1
27077,10.6,9.9,4.8,3.8,5.7,7.1
27079,10.6,9.9,4.8,3.8,5.7,7.1
27081,10.6,9.9,4.8,3.8,5.7,7.1
27083,10.6,9.9,4.8,3.8,5.7,7.1
27085,10.6,9.9,4.8,3.8,5.7,7.1
27087,10.6,9.9,4.8,3.8,5.7,7.1
27089,10.6,9.9,4.8,3.8,5.7,7.1
27091,10.6,9.9,4.8,3.8,5.7,7.1
27093,10.6,9.9,4.8,3.8,5.7,7.1
27095,10.6,9.9,4.8,3.8,5.7,7.1
27097,10.6,9.9,4.8,3.8,5.7,7.1
27099,10.6,9.9,4.8,3.8,5.7,7.1
27101,10.6,9.9,4.8,3.8,5.7,7.1
27103,10.6,9.9,4.8,3.8,5.7,7.1
27105,10.6,9.9,4.8,3.8,5.7,7.1
27107,10.6,9.9,4.8,3.8,5.7,7.1
27109,10.6,9.9,4.8,3.8,5.7,7.1
27111,10.6,9.9,4.8,3.8,5.7,7.1
27113,10.6,9.9,4.8,3.8,5.7,7.1
27115,10.6,9.9,4.8,3.8,5.7,7.1
27117,10.6,9.9,4.8,3.8,5.7,7.1
27119,10.6,9.9,4.8,3.8,5.7,7.1
27121,10.6,9.9,4.8,3.8,5.7,7.1
27123,10.6,9.9,4.8,3.8,5.7,7.1
27125,10.6,9.9,4.8,3.8,5.7,7.1
27127,10.6,9.9,4.8,3.8,5.7,7.1
27129,10.6,9.9,4.8,3.8,5.7,7.1
27131,10.6,9.9,4.8,3.8,5.7,7.1
27133,10.6,9.9,4.8,3.8,5.7,7.1
27135,10.6,9.9,4.8,3.8,5.7,7.1
27137,10.6,9.9,4.8,3.8,5.7,7.1
27139,10.6,9.9,4.8,3.8,5.7,7.1
27141,10.6,9.9,4.8,3.8,5.7,7.1
27143,10.6,9.9,4.8,3.8,5.7,7.1
27145,10.6,9.9,4.8,3.8,5.7,7.1
27147,10.6,9.9,4.8,3.8,5.7,7.1
27149,10.6,9.9,4.8,3.8,5.7,7.1
27151,10.6,9.9,4.8,3.8,5.7,7.1
27153,10.6,9.9,4.8,3.8,5.7,7.1
27155,10.6,9.9,4.8,3.8,5.7,7.1
27157,10.6,9.9,4.8,3.8,5.7,7.1
27159,10.6,9.9,4.8,3.8,5.7,7.1
27161,10.6,9.9,4.8,3.8,5.7,7.1
27163,10.6,9.9,4.8,3.8,5.7,7.1
27165,10.6,9.9,4.8,3.8,5.7,7.1
27167,10.6,9.9,4.8,3.8,5.7,7.1
27169,10.6,9.9,4.8,3.8,5.7,7.1
27171,10.6,9.9,4.8,3.8,5.7,7.1
27173,10.6,9.9,4.8,3.8,5.7,7.1
28001,16.7,15.2,7.6,6.7,11.3,12.4
28003,16.7,15.2,7.6,6.7,11.3,12.4
28005,16.7,15.2,7.6,6.7,11.3,12.4
28007,16.7,15.2,7.6,6.7,11.3,12.4
28009,16.7,15.2,7.6,6.7,11.3,12.4
28011,16.7,15.2,7.6,6.7,11.3,12.4
28013,16.7,15.2,7.6,6.7,11.3,12.4
28015,16.7,15.2,7.6,6.7,11.3,12.4
28017,16.7,15.2,7.6,6.7,11.3,12.4
28019,16.7,15.2,7.6,6.7,11.3,12.4
28021,16.7,15.2,7.6,6.7,11.3,12.4
28023,16.7,15.2,7.6,6.7,11.3,12.4
28025,16.7,15.2,7.6,6.7,11.3,12.4
28027,16.7,15.2,7.6,6.7,11.3,12.4
28029,16.7,15.2,7.6,6.7,11.3,12.4
28031,16.7,15.2,7.6,6.7,11.3,12.4
28033,16.7,15.2,7.6,6.7,11.3,12.4
28035,16.7,15.2,7.6,6.7,11.3,12.4
28037,16.7,15.2,7.6,6.7,11.3,12.4
28039,16.7,15.2,7.6,6.7,11.3,12.4
28041,16.7,15.2,7.6,6.7,11.3,12.4
28043,16.7,15.2,7.6,6.7,11.3,12.4
28045,16.7,15.2,7.6,6.7,11.3,12.4
28047,16.7,15.2,7.6,6.7,11.3,12.4
28049,16.7,15.2,7.6,6.7,11.3,12.4
28051,16.7,15.2,7.6,6.7,11.3,12.4
28053,16.7,15.2,7.6,6.7,11.3,12.4
28055,16.7,15.2,7.6,6.7,11.3,12.4
28057,16.7,15.2,7.6,6.7,11.3,12.4
28059,16.7,15.2,7.6,6.7,11.3,12.4
28061,16.7,15.2,7.6,6.7,11.3,12.4
28063,16.7,15.2,7.6,6.7,11.3,12.4
28065,16.7,15.2,7.6,6.7,11.3,12.4
28067,16.7,15.2,7.6,6.7,11.3,12.4
28069,16.7,15.2,7.6,6.7,11.3,12.4
28071,16.7,15.2,7.6,6.7,11.3,12.4
28073,16.7,15.2,7.6,6.7,11.3,12.4
28075,16.7,15.2,7.6,6.7,11.3,12.4
28077,16.7,15.2,7.6,6.7,11.3,12.4
28079,16.7,15.2,7.6,6.7,11.3,12.4
28081,16.7,15.2,7.6,6.7,11.3,12.4
28083,16.7,15.2,7.6,6.7,11.3,12.4
28085,16.7,15.2,7.6,6.7,11.3,12.4
28087,16.7,15.2,7.6,6.7,11.3,12.4
28089,16.7,15.2,7.6,6.7,11.3,12.4
28091,16.7,15.2,7.6,6.7,11.3,12.4
28093,16.7,15.2,7.6,6.7,11.3,12.4
28095,16.7,15.2,7.6,6.7,11.3,12.4
28097,16.7,15.2,7.6,6.7,11.3,12.4
28099,16.7,15.2,7.6,6.7,11.3,12.4
28101,16.7,15.2,7.6,6.7,11.3,12.4
28103,16.7,15.2,7.6,6.7,11.3,12.4
28105,16.7,15.2,7.6,6.7,11.3,12.4
28107,16.7,15.2,7.6,6.7,11.3,12.4
28109,16.7,15.2,7.6,6.7,11.3,12.4
28111,16.7,15.2,7.6,6.7,11.3,12.4
28113,16.7,15.2,7.6,6.7,11.3,12.4
28115,16.7,15.2,7.6,6.7,11.3,12.4
28117,16.7,15.2,7.6,6.7,11.3,12.4
28119,16.7,15.2,7.6,6.7,11.3,12.4
28121,16.7,15.2,7.6,6.7,11.3,12.4
28123,16.7,15.2,7.6,6.7,11.3,12.4
28125,16.7,15.2,7.6,6.7,11.3,12.4
28127,16.7,15.2,7.6,6.7,11.3,12.4
28129,16.7,15.2,7.6,6.7,11.3,12.4
28131,16.7,15.2,7.6,6.7,11.3,12.4
28133,16.7,15.2,7.6,6.7,11.3,12.4
28135,16.7,15.2,7.6,6.7,11.3,12.4
28137,16.7,15.2,7.6,6.7,11.3,12.4
28139,16.7,15.2,7.6,6.7,11.3,12.4
28141,16.7,15.2,7.6,6.7,11.3,12.4
28143,16.7,15.2,7.6,6.7,11.3,12.4
28145,16.7,15.2,7.6,6.7,11.3,12.4
28147,16.7,15.2,7.6,6.7,11.3,12.4
28149,16.7,15.2,7.6,6.7,11.3,12.4
28151,16.7,15.2,7.6,6.7,11.3,12.4
28153,16.7,15.2,7.6,6.7,11.3,12.4
28155,16.7,15.2,7.6,6.7,11.3,12.4
28157,16.7,15.2,7.6,6.7,11.3,12.4
28159,16.7,15.2,7.6,6.7,11.3,12.4
28161,16.7,15.2,7.6,6.7,11.3,12.4
28163,16.7,15.2,7.6,6.7,11.3,12.4
29001,20.9,20.8,6.9,7.9,8.3,9.0
29003,20.9,20.8,6.9,7.9,8.3,9.0
29005,20.9,20.8,6.9,7.9,8.3,9.0
29007,20.9,20.8,6.9,7.9,8.3,9.0
29009,20.9,20.8,6.9,7.9,8.3,9.0
29011,20.9,20.8,6.9,7.9,8.3,9.0
29013,20.9,20.8,6.9,7.9,8.3,9.0
29015,20.9,20.8,6.9,7.9,8.3,9.0
29017,20.9,20.8,6.9,7.9,8.3,9.0
29019,20.9,20.8,6.9,7.9,8.3,9.0
29021,20.9,20.8,6.9,7.9,8.3,9.0
29023,20.9,20.8,6.9,7.9,8.3,9.0
29025,20.9,20.8,6.9,7.9,8.3,9.0
29027,20.9,20.8,6.9,7.9,8.3,9.0
29029,20.9,20.8,6.9,7.9,8.3,9.0
29031,20.9,20.8,6.9,7.9,8.3,9.0
29033,20.9,20.8,6.9,7.9,8.3,9.0
29035,20.9,20.8,6.9,7.9,8.3,9.0
29037,20.9,20.8,6.9,7.9,8.3,9.0
29039,20.9,20.8,6.9,7.9,8.3,9.0
29041,20.9,20.8,6.9,7.9,8.3,9.0
29043,20.9,20.8,6.9,7.9,8.3,9.0
29045,20.9,20.8,6.9,7.9,8.3,9.0
29047,20.9,20.8,6.9,7.9,8.3,9.0
29049,20.9,20.8,6.9,7.9,8.3,9.0
29051,20.9,20.8,6.9,7.9,8.3,9.0
29053,20.9,20.8,6.9,7.9,8.3,9.0
29055,20.9,20.8,6.9,7.9,8.3,9.0
29057,20.9,20.8,6.9,7.9,8.3,9.0
29059,20.9,20.8,6.9,7.9,8.3,9.0
29061,20.9,20.8,6.9,7.9,8.3,9.0
29063,20.9,20.8,6.9,7.9,8.3,9.0
29065,20.9,20.8,6.9,7.9,8.3,9.0
29067,20.9,20.8,6.9,7.9,8.3,9.0
29069,20.9,20.8,6.9,7.9,8.3,9.0
29071,20.9,20.8,6.9,7.9,8.3,9.0
29073,20.9,20.8,6.9,7.9,8.3,9.0
29075,20.9,20.8,6.9,7.9,8.3,9.0
29077,20.9,20.8,6.9,7.9,8.3,9.0
29079,20.9,20.8,6.9,7.9,8.3,9.0
29081,20.9,20.8,6.9,7.9,8.3,9.0
29083,20.9,20.8,6.9,7.9,8.3,9.0
29085,20.9,20.8,6.9,7.9,8.3,9.0
29087,20.9,20.8,6.9,7.9,8.3,9.0
29089,20.9,20.8,6.9,7.9,8.3,9.0
29091,20.9,20.8,6.9,7.9,8.3,9.0
29093,20.9,20.8,6.9,7.9,8.3,9.0
29095,20.9,20.8,6.9,7.9,8.3,9.0
29097,20.9,20.8,6.9,7.9,8.3,9.0
29099,20.9,20.8,6.9,7.9,8.3,9.0
29101,20.9,20.8,6.9,7.9,8.3,9.0
29103,20.9,20.8,6.9,7.9,8.3,9.0
29105,20.9,20.8,6.9,7.9,8.3,9.0
29107,20.9,20.8,6.9,7.9,8.3,9.0
29109,20.9,20.8,6.9,7.9,8.3,9.0
29111,20.9,20.8,6.9,7.9,8.3,9.0
29113,20.9,20.8,6.9,7.9,8.3,9.0
29115,20.9,20.8,6.9,7.9,8.3,9.0
